"","Squad","Comp","Player","Nation","Pos","Mins_Per_90","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","PK_Standard","PKatt_Standard","FK_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np.G_minus_xG_Expected"
"2523","Tottenham","Premier League","Matt Doherty","IRL","DF,MF",22,57,35,32,17,54,37,61,90,14,89,87,77,35,36,47,66,67
"2524","Tottenham","Premier League","Emerson","BRA","DF",60,70,54,62,56,36,41,69,68,47,89,87,77,58,59,63,70,70
"2526","Tottenham","Premier League","Son Heung-min","KOR","MF,FW",95,96,98,99,81,85,91,69,54,61,89,87,96,97,98,77,57,58
"2527","Tottenham","Premier League","Pierre Højbjerg","DEN","MF",98,83,80,74,33,40,36,69,78,79,89,87,77,63,64,28,94,94
"2528","Tottenham","Premier League","Harry Kane","ENG","FW",100,100,100,100,76,94,95,90,79,42,99,100,93,100,100,82,100,100
"2529","Tottenham","Premier League","Dejan Kulusevski","SWE","MF,FW",71,70,88,77,22,68,54,42,46,56,89,87,77,71,73,28,31,31
"2530","Tottenham","Premier League","Clément Lenglet","FRA","DF",70,31,45,32,8,20,9,32,32,38,89,87,77,41,42,37,19,18
"2533","Tottenham","Premier League","Lucas Moura","BRA","MF,DF",4,57,13,18,28,80,65,95,100,8,89,87,77,23,24,86,75,75
"2534","Tottenham","Premier League","Ivan Perišić","CRO","DF,MF",72,57,75,70,33,50,45,35,36,36,89,87,91,71,73,56,9,8
"2535","Tottenham","Premier League","Pedro Porro","ESP","DF,MF",40,77,71,67,31,72,63,69,78,75,89,87,87,60,62,37,88,88
"2536","Tottenham","Premier League","Richarlison","BRA","MF,FW",35,57,72,86,90,82,92,38,32,17,89,87,77,78,80,77,4,4
"2537","Tottenham","Premier League","Cristian Romero","ARG","DF",80,31,39,32,12,12,8,32,32,15,89,87,77,54,55,82,10,10
"2538","Tottenham","Premier League","Davinson Sánchez","COL","DF",29,31,22,32,52,23,30,32,32,15,89,87,77,27,28,71,31,31
"2539","Tottenham","Premier League","Ryan Sessegnon","ENG","DF",28,70,56,62,52,71,69,66,68,30,89,87,77,56,57,56,72,72
"2540","Tottenham","Premier League","Oliver Skipp","ENG","MF",53,57,25,41,75,12,25,77,68,88,89,87,77,14,14,10,80,80
"2544","Toulouse","Ligue 1","Zakaria Aboukhlal","MAR","FW,MF",83,95,98,97,57,90,87,69,61,45,89,87,77,97,98,82,13,13
"2546","Toulouse","Ligue 1","Veljko Birmančević","SRB","FW,MF",12,31,32,18,3,74,33,32,32,78,89,87,77,27,28,37,31,31
"2547","Toulouse","Ligue 1","Fares Chaïbi","ALG","FW,MF",76,87,94,95,66,81,82,53,47,49,89,87,87,89,91,63,27,27
"2548","Toulouse","Ligue 1","Logan Costa","CPV","DF",10,31,9,18,52,34,38,32,32,3,89,87,77,19,19,77,41,41
"2549","Toulouse","Ligue 1","Thijs Dallinga","NED","FW",79,98,95,98,83,80,90,90,75,14,89,87,77,97,98,91,95,95
"2550","Toulouse","Ligue 1","Brecht Dejaegere","BEL","MF",62,83,66,67,40,47,46,85,91,30,89,87,77,71,73,71,90,90
"2551","Toulouse","Ligue 1","Branco van den Boomen","NED","MF",94,87,90,92,73,58,67,32,32,94,99,99,100,90,76,28,19,6
"2552","Toulouse","Ligue 1","Mikkel Desler","DEN","DF",76,57,39,49,59,13,22,57,54,56,89,87,77,35,36,37,66,67
"2555","Toulouse","Ligue 1","Denis Genreau","AUS","MF",20,31,25,32,37,44,41,32,32,46,89,87,77,27,28,47,31,31
"2557","Toulouse","Ligue 1","Rhys Healey","WAL","FW",2,57,13,32,90,99,99,95,90,19,89,87,77,14,14,47,80,80
"2558","Toulouse","Ligue 1","Waren Kamanzi","NOR","DF",19,31,6,18,90,6,22,32,32,59,89,87,77,14,14,82,45,46
"2562","Toulouse","Ligue 1","Rasmus Nicolaisen","DEN","DF",96,31,45,67,91,10,30,32,32,10,89,87,77,47,48,56,15,15
"2563","Toulouse","Ligue 1","Ado Onaiwu","JPN","FW",35,70,54,49,22,58,46,69,90,56,89,87,77,49,50,47,80,80
"2564","Toulouse","Ligue 1","Rafael Ratão","BRA","FW,MF",63,87,77,79,60,57,61,85,79,15,89,87,77,87,89,93,61,61
"2565","Toulouse","Ligue 1","Anthony Rouault","FRA","DF",99,70,58,77,91,17,38,66,46,3,89,87,77,78,80,93,13,13
"2566","Toulouse","Ligue 1","Vincent Sierro","SUI","MF",19,31,22,41,90,39,57,32,32,80,89,87,87,19,19,37,41,41
"2568","Toulouse","Ligue 1","Stijn Spierings","NED","MF",98,70,68,55,17,27,18,53,75,73,89,87,77,60,62,37,66,67
"2570","Toulouse","Ligue 1","Issiaga Sylla","GUI","DF",48,31,32,41,52,21,28,32,32,58,89,87,77,19,19,18,41,41
"2572","Toulouse","Ligue 1","Oliver Zandén","SWE","DF,MF",4,31,6,18,90,50,66,32,32,56,89,87,77,1,1,0,61,61
"2573","Troyes","Ligue 1","Lucien Agoume","FRA","MF",38,31,32,41,52,29,35,32,32,38,89,87,77,35,36,56,24,23
"2575","Troyes","Ligue 1","Thierno Balde","FRA","DF",71,31,25,18,7,5,2,32,32,54,89,87,77,14,14,10,45,46
"2576","Troyes","Ligue 1","Andreas Bruus","DEN","DF,FW",57,31,39,41,33,22,23,32,32,70,89,87,87,31,32,37,27,27
"2577","Troyes","Ligue 1","Xavier Chavalerin","FRA","MF",79,83,71,79,74,42,53,79,70,79,89,87,77,54,55,28,96,96
"2578","Troyes","Ligue 1","Abdu Conté","POR","DF",45,57,13,32,90,4,18,95,90,36,89,87,77,27,28,86,72,72
"2579","Troyes","Ligue 1","Tristan Dingomé","CMR","MF",3,31,9,18,52,88,82,32,32,82,89,87,77,10,10,28,52,53
"2585","Troyes","Ligue 1","Rominigue Kouamé","MLI","MF",87,57,64,49,12,31,18,42,54,72,89,87,77,47,48,18,52,53
"2586","Troyes","Ligue 1","Yasser Larouci","ALG","DF,MF",60,57,32,49,78,15,30,66,54,66,89,87,77,23,24,28,75,75
"2588","Troyes","Ligue 1","Rony Lopes","POR","MF,FW",76,91,93,92,53,77,75,66,61,68,89,87,96,85,88,56,88,88
"2590","Troyes","Ligue 1","Papa Ndiaga Yade","SEN","DF",18,31,35,41,39,62,59,32,32,74,89,87,77,31,32,37,27,27
"2591","Troyes","Ligue 1","Wilson Odobert","FRA","MF,FW",61,83,72,86,90,54,72,79,58,59,89,87,77,71,73,63,90,90
"2592","Troyes","Ligue 1","Ante Palaversa","CRO","MF",1,57,3,18,100,91,99,100,100,0,89,87,77,23,24,100,75,75
"2593","Troyes","Ligue 1","Erik Palmer-Brown","USA","DF",98,31,42,32,11,8,5,32,32,12,89,87,77,44,45,56,16,16
"2594","Troyes","Ligue 1","Jackson Porozo","ECU","DF",57,70,64,74,71,49,59,57,47,18,89,87,77,73,75,82,24,23
"2595","Troyes","Ligue 1","Adil Rami","FRA","DF",56,31,32,41,52,16,23,32,32,96,89,87,77,31,32,37,27,27
"2597","Troyes","Ligue 1","Renaud Ripart","FRA","FW,MF",46,83,85,86,57,87,83,61,58,42,89,87,77,79,82,56,75,75
"2598","Troyes","Ligue 1","Yoann Salmier","GUF","DF",86,57,45,41,22,14,13,53,68,39,89,87,77,44,45,56,57,58
"2599","Troyes","Ligue 1","Mama Samba Baldé","GNB","FW",87,98,97,95,44,84,77,77,78,51,97,96,77,97,97,82,91,85
"2600","Troyes","Ligue 1","Florian Tardieu","FRA","MF",35,77,35,32,17,37,25,32,32,99,98,98,87,74,24,18,63,35
"2602","Troyes","Ligue 1","Ike Ugbo","CAN","FW,MF",28,70,49,55,52,63,63,74,75,44,89,87,87,65,67,88,52,53
"2605","Udinese","Serie A","Tolgay Arslan","GER","MF",41,57,68,55,17,68,50,38,46,78,89,87,87,65,67,56,15,15
"2606","Udinese","Serie A","Rodrigo Becão","BRA","DF",84,70,58,55,30,27,25,66,75,14,89,87,77,54,55,47,75,75
"2607","Udinese","Serie A","Beto","GNB","FW",71,96,94,92,53,86,80,79,79,25,95,94,77,97,98,93,31,23
"2608","Udinese","Serie A","Jaka Bijol","SVN","DF",91,77,60,67,55,25,33,79,78,4,89,87,77,65,67,71,83,82
"2610","Udinese","Serie A","Gerard Deulofeu","ESP","FW",42,70,88,81,33,94,81,42,42,54,89,87,99,87,89,71,1,1
"2611","Udinese","Serie A","Festy Ebosele","IRL","DF",13,31,13,18,28,36,31,32,32,81,89,87,77,10,10,18,52,53
"2613","Udinese","Serie A","Kingsley Ehizibue","NED","DF",54,70,45,62,80,30,46,79,68,35,89,87,77,63,64,91,61,61
"2615","Udinese","Serie A","Sandi Lovrić","SVN","MF",76,87,96,89,23,89,70,49,58,84,89,87,95,85,87,37,70,70
"2617","Udinese","Serie A","Adam Masina","MAR","DF",27,70,6,32,100,3,33,100,100,15,89,87,77,5,5,10,93,94
"2618","Udinese","Serie A","Ilija Nestorovski","MKD","FW",20,70,39,49,59,60,64,87,90,43,89,87,77,52,53,82,78,78
"2621","Udinese","Serie A","Roberto Pereyra","ARG","DF,MF",91,87,87,88,66,54,61,69,60,51,89,94,87,85,84,63,70,86
"2622","Udinese","Serie A","Nehuén Pérez","ARG","DF",91,70,49,67,81,15,33,74,58,58,89,87,77,41,42,28,85,85
"2623","Udinese","Serie A","Lazar Samardzic","SRB","MF",61,87,90,89,56,83,80,61,58,95,89,87,98,68,70,18,96,96
"2626","Udinese","Serie A","Brandon Soppy","FRA","DF",3,31,6,18,90,71,85,32,32,62,89,87,77,5,5,10,57,58
"2627","Udinese","Serie A","Isaac Success","NGA","FW",63,57,82,55,7,65,35,35,46,45,89,87,77,78,80,63,4,4
"2628","Udinese","Serie A","Florian Thauvin","FRA","FW,MF",15,31,28,41,63,58,64,32,32,56,89,87,77,27,28,47,31,31
"2629","Udinese","Serie A","Iyenoma Udogie","ITA","DF",87,77,71,67,31,37,34,69,78,26,89,87,77,73,75,71,66,67
"2630","Udinese","Serie A","Walace","BRA","MF",98,31,79,62,13,38,23,32,32,96,89,87,77,44,45,10,16,16
"2631","Udinese","Serie A","Marvin Zeegelaar","NED","DF",11,57,9,18,52,30,35,98,100,12,89,87,77,10,10,37,83,82
"2632","Union Berlin","Bundesliga","Timo Baumgartl","GER","DF",18,31,13,32,90,24,43,32,32,10,89,87,77,10,10,18,52,53
"2633","Union Berlin","Bundesliga","Sheraldo Becker","SUR","FW",86,97,96,96,65,81,82,81,76,61,89,87,77,91,93,63,99,99
"2634","Union Berlin","Bundesliga","Kevin Behrens","GER","FW",54,94,82,86,70,72,78,92,91,12,89,87,77,85,88,86,98,98
"2635","Union Berlin","Bundesliga","Danilho Doekhi","NED","DF",75,87,54,74,91,27,48,96,90,11,89,87,77,61,63,71,98,98
"2636","Union Berlin","Bundesliga","Niko Gießelmann","GER","DF",45,31,60,41,7,54,30,32,32,73,89,87,91,44,45,28,16,16
"2638","Union Berlin","Bundesliga","Janik Haberer","GER","MF",74,87,79,86,76,52,64,81,70,66,89,87,77,78,80,63,92,92
"2639","Union Berlin","Bundesliga","Genki Haraguchi","JPN","MF",16,31,22,18,11,45,25,32,32,80,89,87,77,14,14,10,45,46
"2640","Union Berlin","Bundesliga","Paul Jaeckel","GER","DF",42,57,6,32,100,1,20,99,90,9,89,87,77,5,5,37,84,84
"2641","Union Berlin","Bundesliga","Josip Juranović","CRO","DF",32,70,22,18,11,20,11,85,100,99,95,94,91,56,36,86,72,67
"2642","Union Berlin","Bundesliga","Rani Khedira","GER","MF",95,70,68,41,5,30,9,53,94,84,89,87,77,58,59,37,70,70
"2643","Union Berlin","Bundesliga","Robin Knoche","GER","DF",94,70,28,18,5,4,1,74,100,42,95,96,77,68,36,63,41,67
"2644","Union Berlin","Bundesliga","Aïssa Laïdouni","TUN","MF",30,70,22,32,52,23,30,98,100,46,89,87,77,35,36,86,88,88
"2646","Union Berlin","Bundesliga","Jamie Leweling","GER","FW,MF",9,57,32,55,92,92,97,66,46,48,89,87,77,31,32,37,70,70
"2647","Union Berlin","Bundesliga","Sven Michel","GER","FW,MF",16,77,49,32,5,88,47,74,100,91,95,94,77,58,39,28,89,86
"2649","Union Berlin","Bundesliga","Miloš Pantović","SRB","MF",6,57,17,32,70,76,80,90,90,62,89,94,77,52,28,71,41,72
"2650","Union Berlin","Bundesliga","Jordan Pefok","USA","FW",47,83,79,62,13,75,51,74,94,15,89,96,77,84,76,56,35,86
"2652","Union Berlin","Bundesliga","Jérôme Roussillon","FRA","DF",33,31,32,32,21,35,27,32,32,84,89,87,77,23,24,28,35,35
"2653","Union Berlin","Bundesliga","Julian Ryerson","NOR","DF",35,31,52,55,42,55,54,32,32,91,89,87,77,31,32,10,27,27
"2655","Union Berlin","Bundesliga","András Schäfer","HUN","MF",30,31,25,18,7,29,11,32,32,89,89,87,77,19,19,28,41,41
"2656","Union Berlin","Bundesliga","Paul Seguin","GER","MF",23,57,49,49,31,70,60,49,54,88,89,87,77,47,48,47,52,53
"2657","Union Berlin","Bundesliga","Tim Skarke","GER","DF,MF",2,31,13,32,90,99,99,32,32,86,89,87,77,10,10,28,52,53
"2658","Union Berlin","Bundesliga","Morten Thorsby","NOR","MF",29,57,32,41,52,40,43,66,68,24,89,87,77,35,36,56,66,67
"2659","Union Berlin","Bundesliga","Christopher Trimmel","AUT","DF",62,31,47,41,19,28,20,32,32,57,89,87,87,31,32,18,27,27
"2660","Valencia","La Liga","Domingos André Ribeiro Almeida","POR","MF",83,70,64,67,43,33,36,57,58,86,89,87,93,52,53,28,78,78
"2661","Valencia","La Liga","Samu Castillejo","ESP","FW,MF",47,83,83,77,31,83,69,66,75,62,89,87,91,74,76,47,86,86
"2662","Valencia","La Liga","Edinson Cavani","URU","FW",51,87,78,70,29,70,59,61,72,31,97,98,93,90,82,77,19,31
"2663","Valencia","La Liga","Eray Cömert","SUI","DF",58,57,35,62,94,18,43,61,42,60,89,87,77,23,24,18,75,75
"2665","Valencia","La Liga","Mouctar Diakhaby","GUI","DF",79,77,62,67,52,33,37,77,78,8,89,87,77,72,74,82,70,70
"2666","Valencia","La Liga","Hugo Duro","ESP","FW",49,57,79,74,34,73,64,35,35,13,89,94,77,84,82,71,1,3
"2669","Valencia","La Liga","Nicolás González","ESP","MF",45,57,47,41,19,40,30,49,68,36,89,87,77,54,55,71,35,35
"2670","Valencia","La Liga","Javier Guerra","ESP","MF",17,57,47,62,75,83,87,49,42,77,89,87,77,38,39,28,63,64
"2671","Valencia","La Liga","Hugo Guillamón","ESP","MF",57,57,9,18,52,2,5,32,32,87,95,94,77,44,14,63,57,46
"2672","Valencia","La Liga","Justin Kluivert","NED","FW,MF",48,91,87,87,57,89,85,69,68,58,95,94,87,91,91,86,35,23
"2673","Valencia","La Liga","Toni Lato","ESP","DF,MF",31,57,32,18,3,37,11,66,100,55,89,87,87,38,39,63,63,64
"2674","Valencia","La Liga","José Luis Gayà","ESP","DF",88,57,64,70,59,30,37,42,36,90,89,94,91,61,45,18,21,58
"2676","Valencia","La Liga","Maranhão","BRA","FW,MF",14,57,54,32,3,95,51,45,90,30,89,87,77,54,50,47,35,46
"2677","Valencia","La Liga","Alberto Marí","ESP","FW,MF",2,57,3,18,100,64,97,100,100,1,89,87,77,10,10,98,83,82
"2678","Valencia","La Liga","Ilaix Moriba","GUI","MF",35,31,62,55,23,68,55,32,32,85,89,87,87,47,48,28,15,15
"2680","Valencia","La Liga","Yunus Musah","USA","MF",72,31,64,41,5,39,16,32,32,62,89,87,77,60,62,47,7,7
"2681","Valencia","La Liga","Diego Noguerol","ESP","FW,MF",12,70,39,67,94,87,97,87,58,6,89,87,77,73,75,99,24,23
"2682","Valencia","La Liga","Cenk Özkacar","TUR","DF",48,31,39,32,12,29,16,32,32,19,89,87,77,35,36,37,24,23
"2683","Valencia","La Liga","Gabriel Paulista","BRA","DF",50,57,47,32,7,37,16,49,90,54,89,87,77,31,32,18,70,70
"2685","Valencia","La Liga","Samuel","BRA","FW,MF",93,91,99,98,55,90,86,49,43,57,89,87,77,93,95,47,10,10
"2686","Valencia","La Liga","Carlos Soler","ESP","MF",8,57,13,18,28,57,48,32,32,99,95,94,93,38,10,10,63,53
"2687","Valencia","La Liga","Jesus Vazquez","ESP","DF",10,31,22,18,11,67,41,32,32,78,89,87,77,10,10,4,52,53
"2689","Valladolid","La Liga","Álvaro Aguado","ESP","MF",62,57,54,62,56,35,41,45,42,90,89,87,77,38,39,28,63,64
"2691","Valladolid","La Liga","Selim Amallah","MAR","MF,FW",9,70,17,32,70,63,69,98,100,67,89,87,87,38,39,93,86,86
"2692","Valladolid","La Liga","Anuar","MAR","MF,FW",6,57,9,18,52,51,54,98,100,20,89,87,77,14,14,77,80,80
"2695","Valladolid","La Liga","Sergio Escudero","ESP","DF",50,57,72,67,29,64,54,38,38,89,89,87,93,54,55,28,35,35
"2697","Valladolid","La Liga","Joaquín Fernández","ESP","DF",74,57,35,18,2,12,2,61,100,23,89,87,77,27,28,28,72,72
"2700","Valladolid","La Liga","Sergi Guardiola","ESP","FW",16,31,39,41,33,71,61,32,32,56,89,87,77,41,42,56,19,18
"2702","Valladolid","La Liga","Kenedy","BRA","FW,DF",8,31,22,41,90,74,87,32,32,79,89,87,77,23,24,56,35,35
